SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,ChargeRatio,TotalServices,HasInternetService,HasPhoneService,IsPaperlessBilling,HasPartner,HasDependents,FamilySize,IsMonthToMonth,RecencyScore,MonetaryValue,ServiceFrequency,EstimatedCLV,IsElectronicCheck,ServiceAdoptionRate,ChargesPerService,HasFiberOptic,NoInternetService,HasFullProtection,login_count_mean,login_count_std,login_count_sum,data_usage_gb_mean,data_usage_gb_max,call_minutes_mean,call_minutes_sum,support_tickets_sum,support_tickets_mean,support_calls_sum,late_payment_sum,feature_usage_score_mean,feature_usage_score_std,feature_usage_score_min,recent_login_avg,early_login_avg,engagement_trend,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 years,tenure_group_2-4 years,tenure_group_4-6 years,MonetaryTier_Medium,MonetaryTier_High,MonetaryTier_VIP
0,1,0,70,0,2,0,64.55,4504.9,63.44929577464788,0.014325661909940302,7,1,0,0,1,0,1,0,0.014084507042253521,4504.9,0.09859154929577464,0.0,0,0.875,8.06875,0,0,1,7.614285714285714,3.6447017616914854,533,51.23262219885408,97.67553125234323,302.05069357468386,21143.54855022787,31,0.44285714285714284,23,5,44.30163877141249,22.05501136194166,2.132511122043077,3.6666666666666665,11.333333333333334,-7.666666666666668,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,10,1,0,1,100.6,1060.2,96.38181818181819,0.09479834150018845,5,1,1,1,0,0,0,1,0.09090909090909091,1060.2,0.45454545454545453,2012.0,1,0.625,16.766666666666666,1,0,0,6.2,3.8239014399199975,62,39.48632717330271,61.71871883259142,277.6045206407204,2776.045206407204,8,0.8,6,1,59.935930629704856,21.179687342264778,30.704489701812225,2.0,9.666666666666666,-7.666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1,1,72,1,2,0,26.1,1851.45,25.362328767123287,0.014089449107938136,1,0,1,0,1,1,2,0,0.0136986301369863,1851.45,0.0136986301369863,0.0,0,0.125,13.05,0,1,0,7.569444444444445,3.906752510713815,545,0.0,0.0,291.56061750900494,20992.364460648354,48,0.6666666666666666,17,4,48.55016674880863,21.997756271222805,4.454557449424015,5.666666666666667,10.666666666666666,-4.999999999999999,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,1,1,62,1,1,0,54.75,3425.35,54.37063492063492,0.01597910312723452,4,1,1,0,1,1,2,0,0.015873015873015872,3425.35,0.06349206349206349,0.0,0,0.5,10.95,0,0,0,8.241935483870968,3.9450549410081353,511,48.06449238248834,85.08540943010138,304.6625100285967,18889.075621772998,38,0.6129032258064516,21,3,52.033174134580165,22.64622227736149,2.64002559563449,7.666666666666667,13.0,-5.333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,1,8,1,0,1,45.45,411.75,45.75,0.11011508176862508,2,1,1,1,1,1,2,1,0.1111111111111111,411.75,0.2222222222222222,999.9000000000001,1,0.25,15.15,0,0,0,7.5,4.1747540560578456,60,59.858158903733305,106.38566286725396,281.55855826038317,2252.4684660830653,5,0.625,6,0,61.248791858857516,16.15647409107876,38.780505152527745,4.333333333333333,10.333333333333334,-6.000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,2,1,0,1,79.95,174.45,58.15,0.4556853804502708,3,1,1,1,0,0,0,1,0.3333333333333333,174.45,1.0,2238.6,1,0.375,19.9875,1,0,0,7.5,3.5355339059327378,15,67.71353773161184,72.37665760157505,187.32657105459174,374.6531421091835,3,1.5,1,0,77.96631484968263,8.44741381494486,71.9930912576462,7.5,7.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,49,1,0,1,103.7,5036.3,100.726,0.020586425267504416,6,1,1,1,0,0,0,1,0.02,5036.3,0.12,0.0,0,0.75,14.814285714285715,1,0,0,8.142857142857142,3.9686269665968856,399,50.58569057900034,93.81517054699245,287.46465816574596,14085.768250121553,28,0.5714285714285714,18,0,51.16285711370534,23.278123510797016,6.424087117675755,6.0,9.666666666666666,-3.666666666666666,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,19.45,19.45,9.725,0.9511002444987775,1,0,1,0,0,0,0,1,0.5,19.45,0.5,564.05,0,0.125,9.725,0,1,0,11.0,0.0,11,0.0,0.0,30.147242664084786,30.147242664084786,1,1.0,1,0,20.508445325264812,0.0,20.508445325264812,11.0,11.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,25,1,0,1,95.7,2338.35,89.93653846153846,0.04090879945283947,5,1,1,1,1,0,1,1,0.038461538461538464,2338.35,0.19230769230769232,478.5,0,0.625,15.950000000000001,1,0,0,7.84,3.8262252939417976,196,48.13704510986151,83.6318306896028,314.7128020528124,7867.82005132031,14,0.56,17,2,54.29648447271756,22.423662412457627,10.240128156544571,5.666666666666667,10.666666666666666,-4.999999999999999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
0,0,0,72,1,2,1,75.1,5336.35,73.10068493150685,0.014070653039429677,7,1,1,1,0,0,0,0,0.0136986301369863,5336.35,0.0958904109589041,0.0,0,0.875,9.3875,0,0,1,7.5,4.055946772992975,540,49.557975959329376,100.73933837822996,320.7672056064898,23095.238803667267,29,0.4027777777777778,18,5,51.811100710981265,25.14847137293374,4.851768203391101,2.0,10.333333333333334,-8.333333333333334,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,39,0,0,1,50.65,1905.4,47.635000000000005,0.026568401174989507,4,1,0,1,0,0,0,1,0.025,1905.4,0.1,0.0,0,0.5,10.129999999999999,0,0,0,7.17948717948718,3.966118312271656,280,48.400146063691004,97.46483879749363,322.34556634574136,12571.477087483914,18,0.46153846153846156,9,0,50.33348549548173,18.181762979875884,16.423283329864294,4.0,9.666666666666666,-5.666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
0,1,1,3,1,0,1,69.15,235.0,58.75,0.2930084745762712,5,1,1,1,1,1,2,1,0.25,235.0,1.25,1867.0500000000002,0,0.625,11.525,0,0,0,8.666666666666666,2.8867513459481287,26,35.56992947291996,53.60341238014675,312.82325938545756,938.4697781563727,5,1.6666666666666667,3,0,46.28981821655636,16.561551950579144,34.1180563275075,8.666666666666666,8.666666666666666,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,69,1,0,1,103.95,7446.9,106.38428571428571,0.013956954309268386,6,1,1,1,1,1,2,1,0.014285714285714285,7446.9,0.08571428571428572,0.0,1,0.75,14.85,1,0,0,7.449275362318841,3.6158809514990216,514,49.790110699798696,89.88190884838703,308.63374338586095,21295.728293624405,36,0.5217391304347826,29,3,49.76366859911674,23.63112348868037,6.615626800491,5.666666666666667,8.333333333333334,-2.666666666666667,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,16,1,0,0,19.75,294.9,17.34705882352941,0.06674552213585672,1,0,1,0,0,0,0,1,0.058823529411764705,294.9,0.058823529411764705,276.5,0,0.125,9.875,0,1,0,6.625,3.8275318418009263,106,0.0,0.0,281.35059835150514,4501.609573624082,4,0.25,9,0,57.75262487656644,20.61069458458988,15.033802210696157,4.666666666666667,9.0,-4.333333333333333,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0,0,12,0,1,1,33.6,435.45,33.496153846153845,0.07698476343223737,3,1,0,1,0,0,0,0,0.07692307692307693,435.45,0.23076923076923078,604.8000000000001,0,0.375,8.4,0,0,0,7.5,3.4771984543464143,90,43.39839897760725,81.99935722690756,326.4547291738433,3917.45675008612,13,1.0833333333333333,5,0,52.86940732133854,20.543029461515967,19.431162948900717,6.666666666666667,10.666666666666666,-3.999999999999999,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,71,1,1,1,66.85,4748.7,65.95416666666667,0.014074573130934584,5,1,1,1,1,1,2,0,0.013888888888888888,4748.7,0.06944444444444445,0.0,0,0.625,11.141666666666666,0,0,0,7.295774647887324,3.490371925320048,518,50.118376605059986,106.30508608337688,296.01844116957676,21017.30932303995,31,0.43661971830985913,26,3,45.996122245421304,22.090925459990757,2.747000187233927,5.0,7.666666666666667,-2.666666666666667,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,12,1,0,0,19.4,198.1,15.238461538461538,0.09743847312908085,1,0,1,0,1,1,2,1,0.07692307692307693,198.1,0.07692307692307693,349.2,0,0.125,9.7,0,1,0,7.666666666666667,4.754583115906232,92,0.0,0.0,318.6635884228651,3823.9630610743807,10,0.8333333333333334,6,1,56.92248862775966,24.77834561890386,14.571271501281103,2.6666666666666665,9.0,-6.333333333333334,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,71,1,2,1,106.8,7623.2,105.87777777777778,0.014008027071692767,6,1,1,1,0,0,0,0,0.013888888888888888,7623.2,0.08333333333333333,0.0,1,0.75,15.257142857142856,1,0,0,7.746478873239437,3.7329356883180704,550,47.46322253693557,118.91526307575114,312.3322286332946,22175.588232963917,27,0.38028169014084506,22,1,56.038809825519955,21.653514111995086,15.241312737633173,3.0,12.0,-9.0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1,1,46,1,1,0,56.9,2560.1,54.47021276595744,0.02221701612588341,5,1,1,0,1,1,2,0,0.02127659574468085,2560.1,0.10638297872340426,0.0,0,0.625,9.483333333333333,0,0,0,7.739130434782608,4.439393264894032,356,54.38642808320358,96.02970410007356,294.80093195560187,13560.842869957687,32,0.6956521739130435,21,1,55.904657408066576,21.064326040911016,13.34772435116266,4.666666666666667,11.666666666666666,-6.999999999999999,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,72,1,2,0,92.65,6733.0,92.23287671232876,0.013758538758538759,8,1,1,0,1,1,2,0,0.0136986301369863,6733.0,0.1095890410958904,0.0,0,1.0,10.294444444444444,0,0,1,7.486111111111111,3.54445830325831,539,48.76832598105269,97.85415268418359,296.1510943598157,21322.878793906733,23,0.3194444444444444,28,4,48.92441597970766,22.214146998561652,0.8887858068882558,5.0,9.333333333333334,-4.333333333333334,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,22,1,1,1,76.0,1783.6,77.54782608695652,0.04258657402218985,2,1,1,1,0,0,0,0,0.043478260869565216,1783.6,0.08695652173913043,608.0,0,0.25,25.333333333333332,1,0,0,9.181818181818182,3.711454132128238,202,48.92922743105626,85.48953638225265,292.0824105154178,6425.813031339191,17,0.7727272727272727,5,1,43.65592692665701,18.78386432337229,20.158872313654484,6.666666666666667,11.666666666666666,-4.999999999999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1,1,0,0,55.7,55.7,27.85,0.982363315696649,4,1,1,0,1,0,1,1,0.5,55.7,2.0,1615.3000000000002,0,0.5,11.14,0,0,0,10.0,0.0,10,66.45909597700317,66.45909597700317,218.60154568118307,218.60154568118307,3,3.0,0,0,75.66065944953712,0.0,75.66065944953712,10.0,10.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,72,1,2,1,116.4,8543.25,117.03082191780823,0.013623196886795214,8,1,1,1,1,1,2,0,0.0136986301369863,8543.25,0.1095890410958904,0.0,0,1.0,12.933333333333334,1,0,1,8.23611111111111,4.119664472716454,593,50.17450987204854,87.47505611907005,296.42476182948883,21342.582851723197,44,0.6111111111111112,31,1,51.92569934400411,23.43499149316443,0.5893897775003046,5.0,12.0,-7.0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
0,0,0,41,1,0,1,25.25,996.45,23.725,0.02531455210787508,1,0,1,1,0,0,0,1,0.023809523809523808,996.45,0.023809523809523808,0.0,0,0.125,12.625,0,1,0,7.2439024390243905,3.5551405584370217,297,0.0,0.0,287.61258908285816,11792.116152397184,21,0.5121951219512195,11,3,46.39477534605695,23.79459611382177,1.0950444965827646,3.6666666666666665,11.0,-7.333333333333334,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,53,1,1,1,94.85,5000.2,92.59629629629629,0.01896544829240982,5,1,1,1,1,0,1,0,0.018518518518518517,5000.2,0.09259259259259259,0.0,0,0.625,15.808333333333332,1,0,0,7.132075471698113,3.9126900831144527,378,49.879479615242445,89.79375017288652,304.0176176352329,16112.933734667346,33,0.6226415094339622,21,5,48.27281560352493,24.36048276820006,0.7777635241811369,3.0,11.0,-8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,1,1,62,1,2,1,101.15,6638.35,105.37063492063493,0.01523492510562028,5,1,1,1,1,1,2,0,0.015873015873015872,6638.35,0.07936507936507936,0.0,0,0.625,16.858333333333334,1,0,0,7.564516129032258,3.7792399606353997,469,48.109463607953536,101.1583989465449,280.4717688603886,17389.24966934409,29,0.46774193548387094,23,2,47.92289403870906,22.74924215389294,3.7901176262719285,7.666666666666667,11.666666666666666,-3.999999999999999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,2,1,0,1,96.0,174.8,58.26666666666667,0.5460750853242321,4,1,1,1,0,0,0,1,0.3333333333333333,174.8,1.3333333333333333,2688.0,1,0.5,19.2,1,0,0,10.5,6.363961030678928,21,69.09859342946955,80.32136659688615,327.45219005168167,654.9043801033633,3,1.5,4,0,55.8045562858513,0.7445568787722664,55.27807506789234,10.5,10.5,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,1,69,1,2,1,93.3,6398.05,91.40071428571429,0.014580289261687281,5,1,1,1,1,1,2,0,0.014285714285714285,6398.05,0.07142857142857142,0.0,0,0.625,15.549999999999999,1,0,0,7.6521739130434785,3.756665006266789,528,54.11165138292695,105.39535158393367,285.2906473249261,19685.054665419902,34,0.4927536231884058,20,5,46.10350581256275,20.44390141167004,1.8436819574033307,6.0,11.0,-5.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,4,1,0,1,45.3,196.95,39.39,0.22884566809800455,2,1,1,1,0,0,0,1,0.2,196.95,0.4,1177.8,0,0.25,15.1,0,0,0,8.25,2.9860788111948193,33,64.60029249460028,72.35116768456962,367.2085012296161,1468.8340049184644,6,1.5,7,0,53.15458346896007,18.60538051057578,31.560981854058657,8.0,9.666666666666666,-1.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,9,1,0,1,59.5,530.05,53.004999999999995,0.11204218058563224,4,1,1,1,0,0,0,1,0.1,530.05,0.4,1249.5,0,0.5,11.9,0,0,0,7.222222222222222,3.6324157862838953,65,45.93574422124318,88.10799123983023,340.8348621774711,3067.51375959724,6,0.6666666666666666,3,0,42.06087851331211,25.362701796838024,9.145125852091557,3.0,10.333333333333334,-7.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,63,1,1,0,71.5,4576.3,71.5046875,0.015620562340244249,6,1,1,0,0,0,0,0,0.015625,4576.3,0.09375,0.0,1,0.75,10.214285714285714,0,0,1,7.666666666666667,3.33602042230927,483,51.52959460551579,118.5826888984746,298.3436282041133,18795.648576859137,39,0.6190476190476191,29,2,50.482471623579656,22.754343861906378,8.657271560065633,4.333333333333333,10.0,-5.666666666666667,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,5,1,0,0,47.15,223.15,37.19166666666667,0.21035021191166628,2,1,1,0,0,0,0,1,0.16666666666666666,223.15,0.3333333333333333,1178.75,1,0.25,15.716666666666667,0,0,0,6.2,4.764451699828638,31,60.085811348107924,74.52773758108452,344.75170780954255,1723.7585390477127,10,2.0,3,1,58.19902918084243,11.599738147235664,41.96647819050314,3.6666666666666665,9.666666666666666,-6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,41,1,2,0,20.65,835.15,19.88452380952381,0.0246965257429887,1,0,1,0,0,0,0,0,0.023809523809523808,835.15,0.023809523809523808,0.0,0,0.125,10.325,0,1,0,7.975609756097561,3.546038669262145,327,0.0,0.0,313.52477568677506,12854.515803157778,22,0.5365853658536586,22,0,52.24281484728721,25.729797448256935,3.3754571616837614,5.666666666666667,10.333333333333334,-4.666666666666667,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,5,1,0,1,93.9,486.85,81.14166666666667,0.192477195859383,4,1,1,1,0,0,0,1,0.16666666666666666,486.85,0.6666666666666666,2347.5,0,0.5,18.78,1,0,0,7.8,3.271085446759225,39,54.6500353970913,79.99675178578966,277.75852764337725,1388.7926382168862,6,1.2,4,0,43.259208832258714,19.91909847481175,21.2137939574539,5.666666666666667,9.0,-3.333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,0,2,1,0,1,95.5,181.65,60.550000000000004,0.5228579249931563,5,1,1,1,1,0,1,1,0.3333333333333333,181.65,1.6666666666666667,2674.0,0,0.625,15.916666666666666,1,0,0,9.5,0.7071067811865476,19,48.053619557617765,57.27822222677205,316.3477408016694,632.6954816033387,4,2.0,4,0,37.03414025342378,11.057883113310183,29.215036118433936,9.5,9.5,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,1,0,33,1,2,1,61.05,2018.4,59.36470588235294,0.0302317520055462,5,1,1,1,1,0,1,0,0.029411764705882353,2018.4,0.14705882352941177,0.0,0,0.625,10.174999999999999,0,0,0,6.96969696969697,3.8607386638184975,230,50.434911118551184,85.06113274847323,295.41983241608483,9748.854469730799,27,0.8181818181818182,16,2,46.50068955936071,21.552550060370358,9.898064276717202,2.6666666666666665,10.0,-7.333333333333334,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,1,1,0,0,19.2,19.2,9.6,0.9504950495049505,1,0,1,0,0,0,0,1,0.5,19.2,0.5,556.8,0,0.125,9.6,0,1,0,8.0,0.0,8,0.0,0.0,549.1672868812983,549.1672868812983,0,0.0,1,0,24.06755281530481,0.0,24.06755281530481,8.0,8.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,51,1,2,0,25.5,1281.25,24.639423076923077,0.019886917527783193,1,0,1,0,1,0,1,0,0.019230769230769232,1281.25,0.019230769230769232,0.0,0,0.125,12.75,0,1,0,7.627450980392157,3.9595999005643256,389,0.0,0.0,295.39213469132744,15064.998869257699,30,0.5882352941176471,15,2,49.79630901221646,21.47602447378715,9.973609881168857,5.0,7.666666666666667,-2.666666666666667,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
1,0,0,8,1,0,0,101.35,780.5,86.72222222222223,0.12968650031989762,5,1,1,0,0,0,0,1,0.1111111111111111,780.5,0.5555555555555556,2229.7,1,0.625,16.891666666666666,1,0,0,6.625,2.2638462845343543,53,53.36864888050817,84.68528326746875,219.68864797179182,1757.5091837743346,11,1.375,5,0,49.800836078355374,13.682969455972835,35.25948368718661,7.0,7.333333333333333,-0.33333333333333304,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,7,1,0,0,73.75,545.15,68.14375,0.13503616222649456,2,1,1,0,0,0,0,1,0.125,545.15,0.25,1696.25,0,0.25,24.583333333333332,1,0,0,7.0,1.5275252316519465,49,42.5622161790015,68.15470475014425,255.1183553865616,1785.8284877059311,5,0.7142857142857143,11,0,45.63575925514641,25.9239134066535,2.6857234955640084,6.0,8.0,-2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,5,1,0,0,104.1,541.9,90.31666666666666,0.19174801989316634,6,1,1,0,0,0,0,1,0.16666666666666666,541.9,1.0,2602.5,0,0.75,14.87142857142857,1,0,0,8.8,4.381780460041329,44,55.30778159179822,103.23237189332774,272.18099866140057,1360.9049933070028,2,0.4,6,0,72.86319762948892,16.1123975427742,53.49682997009013,6.666666666666667,10.666666666666666,-3.999999999999999,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,0,1,1,0,0,80.15,80.15,40.075,0.9876771410967344,3,1,1,0,0,0,0,1,0.5,80.15,1.5,2324.3500000000004,0,0.375,20.0375,1,0,0,8.0,0.0,8,92.40690975596587,92.40690975596587,320.16331671828254,320.16331671828254,1,1.0,1,0,29.074234413577788,0.0,29.074234413577788,8.0,8.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,19,0,1,1,44.85,893.55,44.677499999999995,0.050136940361075404,3,1,0,1,0,0,0,0,0.05,893.55,0.15,493.35,0,0.375,11.2125,0,0,0,8.052631578947368,3.1530176764230573,153,49.68904589919432,81.82590524685341,310.93324949635996,5907.73174043084,16,0.8421052631578947,9,0,58.04358421553381,18.09575037953592,33.524320866326356,4.666666666666667,10.333333333333334,-5.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
0,0,0,36,1,0,1,99.15,3615.6,97.71891891891892,0.027415251894044132,5,1,1,1,0,0,0,1,0.02702702702702703,3615.6,0.13513513513513514,0.0,1,0.625,16.525000000000002,1,0,0,7.194444444444445,3.479075775830164,259,47.55044314449768,77.86986598662932,306.5983758802657,11037.541531689565,32,0.8888888888888888,14,3,52.607855929823344,22.51529298045677,12.218416990303913,3.6666666666666665,10.0,-6.333333333333334,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,68,1,1,1,54.45,3674.95,53.26014492753623,0.01481249744963887,4,1,1,1,0,0,0,0,0.014492753623188406,3674.95,0.057971014492753624,0.0,0,0.5,10.89,0,0,0,7.235294117647059,3.2374563769726232,492,47.13686558446914,83.44152637283486,307.7006306985099,20923.64288749867,49,0.7205882352941176,24,4,47.91630929554724,22.34938600597251,3.586133756862585,6.666666666666667,8.0,-1.333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,0,39,1,0,1,99.75,4036.0,100.9,0.024708942283874165,5,1,1,1,0,0,0,1,0.025,4036.0,0.125,0.0,1,0.625,16.625,1,0,0,7.923076923076923,2.8780897848601947,309,54.528823770945486,94.37790808702616,306.9607584994366,11971.469581478028,26,0.6666666666666666,11,4,51.19789143143372,20.362465510535667,13.175767711000328,5.333333333333333,10.0,-4.666666666666667,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0,0,15,1,0,1,80.2,1217.25,76.078125,0.06583213626103017,3,1,1,1,0,0,0,1,0.0625,1217.25,0.1875,1203.0,1,0.375,20.05,1,0,0,6.4,3.1577568892219317,96,36.44011700145317,58.578687518581056,284.91451256131364,4273.717688419704,9,0.6,10,0,51.509722085410154,27.469612192804405,7.30266084266792,4.666666666666667,10.0,-5.333333333333333,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,72,1,2,0,21.0,1493.75,20.46232876712329,0.014049172102358254,1,0,1,0,1,1,2,0,0.0136986301369863,1493.75,0.0136986301369863,0.0,0,0.125,10.5,0,1,0,7.555555555555555,3.2016232189791984,544,0.0,0.0,309.3864866031707,22275.82703542829,34,0.4722222222222222,23,2,49.43001420396062,22.573608971648447,9.69794984454222,6.333333333333333,8.666666666666666,-2.333333333333333,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,7,0,0,0,34.2,256.6,32.075,0.1327639751552795,3,1,0,0,1,0,1,1,0.125,256.6,0.375,786.6,0,0.375,8.55,0,0,0,6.285714285714286,3.773340063934768,44,53.748333935719295,75.67048715361278,289.3374214438248,2025.3619501067735,8,1.1428571428571428,4,1,56.75667070204745,27.565015232799233,15.851585582696215,4.666666666666667,7.0,-2.333333333333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,71,1,2,0,24.45,1730.65,24.036805555555556,0.014119481419455432,1,0,1,0,1,0,1,0,0.013888888888888888,1730.65,0.013888888888888888,0.0,0,0.125,12.225,0,1,0,7.295774647887324,3.7507879789154503,518,0.0,0.0,316.5680223581588,22476.329587429278,32,0.4507042253521127,24,3,49.397377865808785,20.26850291920706,13.003297030002111,4.666666666666667,10.0,-5.333333333333333,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,1,14,1,0,1,65.45,937.6,62.50666666666667,0.06973151502237375,5,1,1,1,1,1,2,1,0.06666666666666667,937.6,0.3333333333333333,1047.2,1,0.625,10.908333333333333,0,0,0,6.928571428571429,3.124697787584627,97,54.89605272348187,71.23091785940868,305.89756695834825,4282.565937416875,10,0.7142857142857143,7,0,47.45652887428639,26.36907638395949,12.33548525936922,4.333333333333333,7.0,-2.666666666666667,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,22,1,0,1,20.45,471.55,20.502173913043478,0.04327584382605015,1,0,1,1,1,0,1,1,0.043478260869565216,471.55,0.043478260869565216,163.6,0,0.125,10.225,0,1,0,8.136363636363637,3.3423039465308464,179,0.0,0.0,281.99560666630936,6203.903346658806,22,1.0,14,1,44.722069489606014,24.807298352049983,12.534956338203223,7.333333333333333,8.0,-0.666666666666667,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
